"","x"
"1","inhba.L"
"2","inhba.S"
"3","phdgf.L"
"4","phdgf.S"
"5","not.L"
"6","not.S"
"7","spry4.L"
"8","spry4.S"
"9","hoxa13.L"
"10","hoxa13.S"
"11","fgf20.L"
"12","fgf20.S"
"13","crabp2.L"
"14","crabp2.S"
"15","t.L"
"16","t.S"
"17","tbxt.L"
"18","tbxt.S"
"19","prss27.L"
"20","prss27.S"
"21","lrrc15.L"
"22","lrrc15.S"
"23","sp5l.L"
"24","sp5l.S"
"25","endou"
"26","apcdd.L"
"27","apcdd.S"
"28","adamts18.L"
"29","adamts18.S"
"30","sox10.L"
"31","sox10.S"
"32","endrb"
